Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Latitude;Longitude
1769;US-2011-158057;22.03.2011;26.03.2011;Standard Class;CC-12685;Craig Carroll;Consumer;United States;Greensboro;North Carolina;27405;South;OFF-BI-10002735;Office Supplies;Binders;GBC Prestige Therm-A-Bind Covers;51.465;5;0.7;-39.4565;36.0726355;-79.7919753
1770;CA-2014-146024;03.03.2014;09.03.2014;Standard Class;SC-20770;Stewart Carmichael;Corporate;United States;Dallas;Texas;75081;Central;OFF-SU-10001935;Office Supplies;Supplies;Staple remover;6.976;4;0.2;-1.3952;32.7762719;-96.7968558
1771;CA-2014-146024;03.03.2014;09.03.2014;Standard Class;SC-20770;Stewart Carmichael;Corporate;United States;Dallas;Texas;75081;Central;OFF-BI-10003291;Office Supplies;Binders;Wilson Jones Leather-Like Binders with DublLock Round Rings;12.222;7;0.8;-20.1663;32.7762719;-96.7968558
1772;CA-2013-129686;28.11.2013;30.11.2013;Second Class;GG-14650;Greg Guthrie;Corporate;United States;Chicago;Illinois;60623;Central;OFF-ST-10004337;Office Supplies;Storage;SAFCO Commercial Wire Shelving, 72h;97.984;2;0.2;-24.496;41.8755546;-87.6244211
1773;CA-2013-129686;28.11.2013;30.11.2013;Second Class;GG-14650;Greg Guthrie;Corporate;United States;Chicago;Illinois;60623;Central;TEC-AC-10001266;Technology;Accessories;Memorex Micro Travel Drive 8 GB;62.4;6;0.2;19.5;41.8755546;-87.6244211
1774;CA-2011-118976;28.04.2011;03.05.2011;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;Baltimore;Maryland;21215;East;OFF-BI-10001628;Office Supplies;Binders;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";20.86;2;0;9.387;39.2908608;-76.6108072
1775;CA-2011-118976;28.04.2011;03.05.2011;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;Baltimore;Maryland;21215;East;OFF-ST-10000877;Office Supplies;Storage;Recycled Steel Personal File for Standard File Folders;497.61;9;0;129.3786;39.2908608;-76.6108072
1776;CA-2011-118976;28.04.2011;03.05.2011;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;Baltimore;Maryland;21215;East;OFF-AR-10004752;Office Supplies;Art;Blackstonian Pencils;5.34;2;0;1.4952;39.2908608;-76.6108072
1777;CA-2011-118976;28.04.2011;03.05.2011;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;Baltimore;Maryland;21215;East;OFF-LA-10000452;Office Supplies;Labels;Avery 488;3.15;1;0;1.512;39.2908608;-76.6108072
1778;CA-2012-105347;24.11.2012;28.11.2012;Standard Class;DP-13000;Darren Powers;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10000675;Office Supplies;Paper;Xerox 1919;368.91;9;0;180.7659;34.0543942;-118.2439408
1779;CA-2012-105347;24.11.2012;28.11.2012;Standard Class;DP-13000;Darren Powers;Consumer;United States;Los Angeles;California;90004;West;OFF-AR-10003045;Office Supplies;Art;Prang Colored Pencils;14.7;5;0;6.615;34.0543942;-118.2439408
1780;CA-2013-124667;12.11.2013;17.11.2013;Standard Class;BD-11770;Bryan Davis;Consumer;United States;New York City;New York;10011;East;TEC-AC-10003447;Technology;Accessories;Micropad Numeric Keypads;59.97;3;0;14.9925;40.85880085;-73.8632141502538
1781;CA-2013-124667;12.11.2013;17.11.2013;Standard Class;BD-11770;Bryan Davis;Consumer;United States;New York City;New York;10011;East;OFF-ST-10002276;Office Supplies;Storage;Safco Steel Mobile File Cart;83.36;1;0;20.84;40.85880085;-73.8632141502538
1782;CA-2012-111094;09.07.2012;13.07.2012;Standard Class;CB-12535;Claudia Bergmann;Corporate;United States;Franklin;Massachusetts;2038;East;OFF-PA-10001609;Office Supplies;Paper;Tops Wirebound Message Log Books;6.58;2;0;3.0268;42.0834313;-71.3967249
1783;CA-2012-111094;09.07.2012;13.07.2012;Standard Class;CB-12535;Claudia Bergmann;Corporate;United States;Franklin;Massachusetts;2038;East;OFF-BI-10001597;Office Supplies;Binders;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";122.94;3;0;59.0112;42.0834313;-71.3967249
1784;CA-2014-166317;23.09.2014;27.09.2014;Standard Class;JE-15610;Jim Epp;Corporate;United States;Milwaukee;Wisconsin;53209;Central;OFF-PA-10004475;Office Supplies;Paper;Xerox 1940;219.84;4;0;107.7216;43.0349931;-87.9224969
1785;CA-2014-166317;23.09.2014;27.09.2014;Standard Class;JE-15610;Jim Epp;Corporate;United States;Milwaukee;Wisconsin;53209;Central;TEC-AC-10004510;Technology;Accessories;Logitech Desktop MK120 Mouse and keyboard Combo;98.16;6;0;9.816;43.0349931;-87.9224969
1786;CA-2014-166317;23.09.2014;27.09.2014;Standard Class;JE-15610;Jim Epp;Corporate;United States;Milwaukee;Wisconsin;53209;Central;OFF-BI-10002976;Office Supplies;Binders;ACCOHIDE Binder by Acco;33.04;8;0;15.5288;43.0349931;-87.9224969
1787;CA-2014-166317;23.09.2014;27.09.2014;Standard Class;JE-15610;Jim Epp;Corporate;United States;Milwaukee;Wisconsin;53209;Central;TEC-PH-10001615;Technology;Phones;AT&T CL82213;86.97;3;0;25.2213;43.0349931;-87.9224969
1788;CA-2012-154326;15.02.2012;19.02.2012;Standard Class;RP-19855;Roy Phan;Corporate;United States;Kenosha;Wisconsin;53142;Central;TEC-PH-10001819;Technology;Phones;Innergie mMini Combo Duo USB Travel Charging Kit;134.97;3;0;64.7856;42.5846773;-87.8212262
1789;CA-2012-154326;15.02.2012;19.02.2012;Standard Class;RP-19855;Roy Phan;Corporate;United States;Kenosha;Wisconsin;53142;Central;TEC-PH-10000560;Technology;Phones;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);699.98;2;0;195.9944;42.5846773;-87.8212262
1790;CA-2012-154326;15.02.2012;19.02.2012;Standard Class;RP-19855;Roy Phan;Corporate;United States;Kenosha;Wisconsin;53142;Central;TEC-AC-10004568;Technology;Accessories;Maxell�LTO Ultrium - 800 GB;139.95;5;0;26.5905;42.5846773;-87.8212262
1791;CA-2011-102008;30.09.2011;04.10.2011;Standard Class;RA-19915;Russell Applegate;Consumer;United States;New York City;New York;10011;East;OFF-PA-10004092;Office Supplies;Paper;Tops Green Bar Computer Printout Paper;48.94;1;0;24.47;40.85880085;-73.8632141502538
1792;CA-2011-120474;01.12.2011;03.12.2011;First Class;RP-19390;Resi P�lking;Consumer;United States;Madison;Wisconsin;53711;Central;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;2807.84;8;0;673.8816;43.074761;-89.3837612
1793;CA-2011-120474;01.12.2011;03.12.2011;First Class;RP-19390;Resi P�lking;Consumer;United States;Madison;Wisconsin;53711;Central;OFF-AR-10000475;Office Supplies;Art;Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black;46.64;4;0;12.5928;43.074761;-89.3837612
1794;CA-2011-104773;08.12.2011;13.12.2011;Standard Class;TB-21175;Thomas Boland;Corporate;United States;Houston;Texas;77041;Central;OFF-ST-10000777;Office Supplies;Storage;Companion Letter/Legal File, Black;60.416;2;0.2;6.0416;29.7589382;-95.3676973
1795;CA-2013-140774;06.09.2013;11.09.2013;Standard Class;BE-11455;Brad Eason;Home Office;United States;Olathe;Kansas;66062;Central;OFF-AR-10004022;Office Supplies;Art;Panasonic KP-380BK Classic Electric Pencil Sharpener;107.94;3;0;26.985;38.8843867;-94.8161126
1796;US-2014-139465;28.08.2014;31.08.2014;First Class;MR-17545;Mathew Reese;Home Office;United States;New York City;New York;10024;East;OFF-ST-10002352;Office Supplies;Storage;Iris Project Case;63.84;8;0;16.5984;40.85880085;-73.8632141502538
1797;US-2014-139465;28.08.2014;31.08.2014;First Class;MR-17545;Mathew Reese;Home Office;United States;New York City;New York;10024;East;TEC-PH-10000455;Technology;Phones;GE 30522EE2;347.97;3;0;100.9113;40.85880085;-73.8632141502538
1798;US-2014-139465;28.08.2014;31.08.2014;First Class;MR-17545;Mathew Reese;Home Office;United States;New York City;New York;10024;East;OFF-BI-10003910;Office Supplies;Binders;DXL Angle-View Binders with Locking Rings by Samsill;37.008;6;0.2;11.565;40.85880085;-73.8632141502538
1799;CA-2013-100965;08.07.2013;12.07.2013;Standard Class;RM-19375;Raymond Messe;Consumer;United States;San Jose;California;95123;West;FUR-FU-10003039;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";215.65;5;0;73.321;37.3361905;-121.8905832
1800;CA-2013-121034;09.08.2013;11.08.2013;Second Class;JF-15565;Jill Fjeld;Consumer;United States;Dallas;Texas;75081;Central;OFF-FA-10000585;Office Supplies;Fasteners;OIC Bulk Pack Metal Binder Clips;11.168;4;0.2;3.6296;32.7762719;-96.7968558
1801;CA-2013-121034;09.08.2013;11.08.2013;Second Class;JF-15565;Jill Fjeld;Consumer;United States;Dallas;Texas;75081;Central;OFF-PA-10001994;Office Supplies;Paper;"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";53.952;3;0.2;17.5344;32.7762719;-96.7968558
1802;CA-2013-149461;14.11.2013;20.11.2013;Standard Class;AS-10135;Adrian Shami;Home Office;United States;Auburn;Washington;98002;West;FUR-FU-10004270;Furniture;Furnishings;Eldon Image Series Desk Accessories, Burgundy;4.18;1;0;1.5048;47.3075369;-122.2301807
1803;CA-2014-158379;23.09.2014;27.09.2014;Second Class;JA-15970;Joseph Airdo;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10002498;Office Supplies;Binders;Clear Mylar Reinforcing Strips;5.607;1;0.7;-4.2987;39.9523993;-75.1635898
1804;CA-2014-158379;23.09.2014;27.09.2014;Second Class;JA-15970;Joseph Airdo;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-SU-10002881;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener;4663.736;7;0.2;-1049.3406;39.9523993;-75.1635898
1805;CA-2014-158379;23.09.2014;27.09.2014;Second Class;JA-15970;Joseph Airdo;Consumer;United States;Philadelphia;Pennsylvania;19134;East;TEC-AC-10002926;Technology;Accessories;Logitech Wireless Marathon Mouse M705;79.984;2;0.2;22.9954;39.9523993;-75.1635898
1806;US-2013-116729;26.12.2013;29.12.2013;First Class;GK-14620;Grace Kelly;Corporate;United States;Los Angeles;California;90049;West;TEC-PH-10002200;Technology;Phones;Samsung Galaxy Note 2;2575.944;7;0.2;257.5944;34.0543942;-118.2439408
1807;US-2013-116729;26.12.2013;29.12.2013;First Class;GK-14620;Grace Kelly;Corporate;United States;Los Angeles;California;90049;West;OFF-PA-10002005;Office Supplies;Paper;Xerox 225;45.36;7;0;21.7728;34.0543942;-118.2439408
1808;US-2013-116729;26.12.2013;29.12.2013;First Class;GK-14620;Grace Kelly;Corporate;United States;Los Angeles;California;90049;West;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;254.24;7;0;76.272;34.0543942;-118.2439408
1809;CA-2013-164938;11.02.2013;13.02.2013;First Class;PB-19210;Phillip Breyer;Corporate;United States;Tulsa;Oklahoma;74133;Central;TEC-PH-10004897;Technology;Phones;Mediabridge Sport Armband iPhone 5s;69.93;7;0;0.6993;36.1556805;-95.9929112
1810;CA-2013-165484;24.10.2013;30.10.2013;Standard Class;HK-14890;Heather Kirkland;Corporate;United States;Chicago;Illinois;60610;Central;FUR-FU-10001196;Furniture;Furnishings;DAX Cubicle Frames - 8x10;16.156;7;0.6;-12.117;41.8755546;-87.6244211
1811;CA-2013-165484;24.10.2013;30.10.2013;Standard Class;HK-14890;Heather Kirkland;Corporate;United States;Chicago;Illinois;60610;Central;OFF-PA-10000595;Office Supplies;Paper;Xerox 1929;54.816;3;0.2;17.8152;41.8755546;-87.6244211
1812;CA-2011-132612;09.06.2011;11.06.2011;Second Class;FO-14305;Frank Olsen;Consumer;United States;Harrisonburg;Virginia;22801;South;FUR-TA-10004534;Furniture;Tables;Bevis 44 x 96 Conference Tables;1441.3;7;0;245.021;38.4493315;-78.8688832
1813;US-2014-161193;21.11.2014;27.11.2014;Standard Class;BT-11680;Brian Thompson;Consumer;United States;Newark;Ohio;43055;East;FUR-FU-10001861;Furniture;Furnishings;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;77.6;5;0.2;28.13;40.0581205;-82.4012642
1814;US-2014-161193;21.11.2014;27.11.2014;Standard Class;BT-11680;Brian Thompson;Consumer;United States;Newark;Ohio;43055;East;FUR-FU-10000206;Furniture;Furnishings;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;4.656;2;0.2;1.5714;40.0581205;-82.4012642
1815;CA-2012-131597;14.09.2012;18.09.2012;Standard Class;SP-20620;Stefania Perrino;Corporate;United States;Los Angeles;California;90045;West;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;170.136;3;0.2;-8.5068;34.0543942;-118.2439408
1816;CA-2012-164833;04.06.2012;04.06.2012;Same Day;LL-16840;Lauren Leatherbury;Consumer;United States;Seattle;Washington;98105;West;OFF-LA-10000443;Office Supplies;Labels;Avery 501;7.38;2;0;3.4686;47.6038321;-122.3300623
1817;CA-2012-164833;04.06.2012;04.06.2012;Same Day;LL-16840;Lauren Leatherbury;Consumer;United States;Seattle;Washington;98105;West;OFF-AR-10004685;Office Supplies;Art;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;9.26;2;0;3.0558;47.6038321;-122.3300623
1818;CA-2012-125423;13.12.2012;15.12.2012;Second Class;MC-17575;Matt Collins;Consumer;United States;Los Angeles;California;90036;West;OFF-LA-10001771;Office Supplies;Labels;Avery 513;9.96;2;0;4.5816;34.0543942;-118.2439408
1819;US-2011-130379;25.05.2011;29.05.2011;Standard Class;JL-15235;Janet Lee;Consumer;United States;Chicago;Illinois;60623;Central;OFF-AP-10001394;Office Supplies;Appliances;Harmony Air Purifier;75.6;2;0.8;-166.32;41.8755546;-87.6244211
1820;US-2011-130379;25.05.2011;29.05.2011;Standard Class;JL-15235;Janet Lee;Consumer;United States;Chicago;Illinois;60623;Central;FUR-FU-10002553;Furniture;Furnishings;Electrix Incandescent Magnifying Lamp, Black;29.32;2;0.6;-24.189;41.8755546;-87.6244211
1821;CA-2013-168956;16.02.2013;20.02.2013;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Chicago;Illinois;60623;Central;OFF-AP-10004233;Office Supplies;Appliances;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;92.064;6;0.8;-225.5568;41.8755546;-87.6244211
1822;CA-2013-168956;16.02.2013;20.02.2013;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Chicago;Illinois;60623;Central;OFF-FA-10000304;Office Supplies;Fasteners;Advantus Push Pins;6.976;4;0.2;1.8312;41.8755546;-87.6244211
1823;CA-2013-168956;16.02.2013;20.02.2013;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Chicago;Illinois;60623;Central;FUR-CH-10004754;Furniture;Chairs;Global Stack Chair with Arms, Black;62.958;3;0.3;-2.6982;41.8755546;-87.6244211
1824;CA-2013-168956;16.02.2013;20.02.2013;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Chicago;Illinois;60623;Central;OFF-PA-10000809;Office Supplies;Paper;Xerox 206;5.184;1;0.2;1.8144;41.8755546;-87.6244211
1825;CA-2013-167507;23.12.2013;29.12.2013;Standard Class;SA-20830;Sue Ann Reed;Consumer;United States;Redmond;Oregon;97756;West;OFF-BI-10003694;Office Supplies;Binders;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";31.32;10;0.7;-25.056;44.2726203;-121.1739211
1826;CA-2013-167507;23.12.2013;29.12.2013;Standard Class;SA-20830;Sue Ann Reed;Consumer;United States;Redmond;Oregon;97756;West;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;11.84;4;0.2;3.108;44.2726203;-121.1739211
1827;CA-2013-167507;23.12.2013;29.12.2013;Standard Class;SA-20830;Sue Ann Reed;Consumer;United States;Redmond;Oregon;97756;West;FUR-FU-10002878;Furniture;Furnishings;"Seth Thomas 14"" Day/Date Wall Clock";22.784;1;0.2;4.8416;44.2726203;-121.1739211
1828;CA-2013-109344;08.02.2013;11.02.2013;Second Class;CH-12070;Cathy Hwang;Home Office;United States;Raleigh;North Carolina;27604;South;TEC-PH-10002624;Technology;Phones;Samsung Galaxy S4 Mini;1127.976;3;0.2;126.8973;35.7804015;-78.6390778
1829;US-2012-140851;13.07.2012;15.07.2012;Second Class;ND-18460;Neil Ducich;Corporate;United States;Macon;Georgia;31204;South;OFF-PA-10000019;Office Supplies;Paper;Xerox 1931;38.88;6;0;18.6624;32.8406946;-83.6324021
1830;CA-2011-103373;18.05.2011;24.05.2011;Standard Class;BS-11755;Bruce Stewart;Consumer;United States;Cleveland;Ohio;44105;East;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;779.796;2;0.4;-168.9558;41.5051613;-81.6934445
1831;CA-2014-145884;22.10.2014;22.10.2014;Same Day;SL-20155;Sara Luxemburg;Home Office;United States;Muskogee;Oklahoma;74403;Central;TEC-PH-10000895;Technology;Phones;Polycom VVX 310 VoIP phone;1439.92;8;0;374.3792;35.7478769;-95.3696908
1832;CA-2014-145884;22.10.2014;22.10.2014;Same Day;SL-20155;Sara Luxemburg;Home Office;United States;Muskogee;Oklahoma;74403;Central;FUR-TA-10002356;Furniture;Tables;Bevis Boat-Shaped Conference Table;262.11;1;0;62.9064;35.7478769;-95.3696908
1833;CA-2012-131422;05.11.2012;09.11.2012;Standard Class;GB-14530;George Bell;Corporate;United States;Monroe;North Carolina;28110;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;207;3;0.2;25.875;34.9854275;-80.5495111
1834;CA-2014-162691;02.08.2014;08.08.2014;Standard Class;AS-10045;Aaron Smayling;Corporate;United States;Austin;Texas;78745;Central;TEC-MA-10000488;Technology;Machines;Bady BDG101FRU Card Printer;1439.982;3;0.4;-263.9967;30.2711286;-97.7436994
1835;CA-2014-162691;02.08.2014;08.08.2014;Standard Class;AS-10045;Aaron Smayling;Corporate;United States;Austin;Texas;78745;Central;OFF-PA-10003729;Office Supplies;Paper;Xerox 1998;36.288;7;0.2;12.7008;30.2711286;-97.7436994
1836;CA-2011-141278;21.06.2011;24.06.2011;First Class;RM-19375;Raymond Messe;Consumer;United States;Meriden;Connecticut;6450;East;OFF-AR-10003056;Office Supplies;Art;Newell 341;21.4;5;0;6.206;41.508362;-72.8139499
1837;CA-2014-122693;20.02.2014;22.02.2014;Second Class;NH-18610;Nicole Hansen;Corporate;United States;Roswell;Georgia;30076;South;OFF-AP-10002518;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center;1245.86;7;0;361.2994;34.02332;-84.3600219
1838;CA-2011-117345;01.08.2011;05.08.2011;Standard Class;BF-10975;Barbara Fisher;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-LA-10000240;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;17.544;3;0.2;5.9211;35.2270869;-80.8431267
1839;CA-2011-117345;01.08.2011;05.08.2011;Standard Class;BF-10975;Barbara Fisher;Corporate;United States;Charlotte;North Carolina;28205;South;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;44.128;4;0.2;12.1352;35.2270869;-80.8431267
1840;CA-2011-117345;01.08.2011;05.08.2011;Standard Class;BF-10975;Barbara Fisher;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-AP-10001005;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;62.92;1;0.2;10.2245;35.2270869;-80.8431267
1841;CA-2011-117345;01.08.2011;05.08.2011;Standard Class;BF-10975;Barbara Fisher;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-PA-10002377;Office Supplies;Paper;Xerox 1916;78.304;2;0.2;29.364;35.2270869;-80.8431267
1842;CA-2013-157763;19.07.2013;24.07.2013;Standard Class;KH-16330;Katharine Harms;Corporate;United States;Bowling Green;Kentucky;42104;South;FUR-CH-10000988;Furniture;Chairs;Hon Olson Stacker Stools;140.81;1;0;39.4268;36.9903199;-86.4436017
1843;CA-2012-135391;09.02.2012;11.02.2012;Second Class;FA-14230;Frank Atkinson;Corporate;United States;San Antonio;Texas;78207;Central;OFF-LA-10001074;Office Supplies;Labels;Round Specialty Laser Printer Labels;40.096;4;0.2;13.5324;29.4246002;-98.4951404
1844;CA-2012-135391;09.02.2012;11.02.2012;Second Class;FA-14230;Frank Atkinson;Corporate;United States;San Antonio;Texas;78207;Central;FUR-FU-10001986;Furniture;Furnishings;"Dana Fluorescent Magnifying Lamp, White, 36""";40.784;2;0.6;-30.588;29.4246002;-98.4951404
1845;US-2014-113852;30.07.2014;03.08.2014;Standard Class;GW-14605;Giulietta Weimer;Consumer;United States;Seattle;Washington;98115;West;TEC-AC-10003027;Technology;Accessories;Imation�8GB Mini TravelDrive USB 2.0�Flash Drive;90.57;3;0;11.7741;47.6038321;-122.3300623
1846;US-2014-158512;13.01.2014;18.01.2014;Second Class;DA-13450;Dianna Arnett;Home Office;United States;Washington;District of Columbia;20016;East;OFF-PA-10001804;Office Supplies;Paper;Xerox 195;40.08;6;0;19.2384;38.8949549;-77.0366455
1847;US-2014-158512;13.01.2014;18.01.2014;Second Class;DA-13450;Dianna Arnett;Home Office;United States;Washington;District of Columbia;20016;East;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;37.68;2;0;15.8256;38.8949549;-77.0366455
1848;CA-2014-128370;11.09.2014;11.09.2014;Same Day;FH-14275;Frank Hawley;Corporate;United States;Los Angeles;California;90004;West;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;362.352;3;0.2;27.1764;34.0543942;-118.2439408
1849;CA-2014-128370;11.09.2014;11.09.2014;Same Day;FH-14275;Frank Hawley;Corporate;United States;Los Angeles;California;90004;West;OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;7.184;2;0.2;2.245;34.0543942;-118.2439408
1850;CA-2012-160472;20.07.2012;25.07.2012;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-ST-10000464;Office Supplies;Storage;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;34.76;1;0;9.7328;41.6833813;-86.2500065
1851;CA-2012-160472;20.07.2012;25.07.2012;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;TEC-AC-10002253;Technology;Accessories;Imation Bio 8GB USB�Flash Drive Imation�Corp;831.2;5;0;124.68;41.6833813;-86.2500065
1852;CA-2012-160472;20.07.2012;25.07.2012;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-PA-10000528;Office Supplies;Paper;Xerox 1981;26.4;5;0;11.88;41.6833813;-86.2500065
1853;CA-2012-160472;20.07.2012;25.07.2012;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-EN-10000483;Office Supplies;Envelopes;White Envelopes, White Envelopes with Clear Poly Window;106.75;7;0;49.105;41.6833813;-86.2500065
1854;CA-2012-160472;20.07.2012;25.07.2012;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-PA-10003129;Office Supplies;Paper;Tops White Computer Printout Paper;97.82;2;0;45.9754;41.6833813;-86.2500065
1855;CA-2012-160472;20.07.2012;25.07.2012;Second Class;RK-19300;Ralph Kennedy;Consumer;United States;South Bend;Indiana;46614;Central;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;141.4;5;0;38.178;41.6833813;-86.2500065
1856;CA-2011-114643;13.06.2011;17.06.2011;Standard Class;FM-14215;Filia McAdams;Corporate;United States;Los Angeles;California;90032;West;OFF-AR-10003631;Office Supplies;Art;Staples in misc. colors;14.52;3;0;4.7916;34.0543942;-118.2439408
1857;US-2014-158218;13.05.2014;16.05.2014;Second Class;AC-10420;Alyssa Crouse;Corporate;United States;Houston;Texas;77041;Central;OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;127.92;5;0.2;-15.99;29.7589382;-95.3676973
1858;US-2014-158218;13.05.2014;16.05.2014;Second Class;AC-10420;Alyssa Crouse;Corporate;United States;Houston;Texas;77041;Central;OFF-BI-10002133;Office Supplies;Binders;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";34.24;4;0.8;-53.072;29.7589382;-95.3676973
1859;CA-2012-121608;03.09.2012;05.09.2012;First Class;JB-15400;Jennifer Braxton;Corporate;United States;Bristol;Connecticut;6010;East;OFF-AP-10002311;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;137.62;2;0;60.5528;41.6845299;-72.9413956722443
1860;CA-2012-121608;03.09.2012;05.09.2012;First Class;JB-15400;Jennifer Braxton;Corporate;United States;Bristol;Connecticut;6010;East;TEC-PH-10004959;Technology;Phones;Classic Ivory Antique�Telephone�ZL1810;100.49;1;0;25.1225;41.6845299;-72.9413956722443
1861;US-2014-121251;27.03.2014;28.03.2014;First Class;GM-14440;Gary McGarr;Consumer;United States;New York City;New York;10009;East;FUR-BO-10001918;Furniture;Bookcases;Sauder Forest Hills Library with Doors, Woodland Oak Finish;257.568;2;0.2;-28.9764;40.85880085;-73.8632141502538
1862;US-2014-121251;27.03.2014;28.03.2014;First Class;GM-14440;Gary McGarr;Consumer;United States;New York City;New York;10009;East;TEC-PH-10004896;Technology;Phones;Nokia Lumia 521 (T-Mobile);119.96;4;0;33.5888;40.85880085;-73.8632141502538
1863;CA-2011-151078;12.11.2011;12.11.2011;Same Day;RF-19840;Roy Franz�sisch;Consumer;United States;San Antonio;Texas;78207;Central;OFF-ST-10001328;Office Supplies;Storage;Personal Filing Tote with Lid, Black/Gray;49.632;4;0.2;4.9632;29.4246002;-98.4951404
1864;US-2013-100839;14.10.2013;18.10.2013;Standard Class;NC-18625;Noah Childs;Corporate;United States;Aurora;Colorado;80013;West;FUR-TA-10004575;Furniture;Tables;Hon 5100 Series Wood Tables;727.45;5;0.5;-465.568;39.729432;-104.8319195
1865;US-2013-100839;14.10.2013;18.10.2013;Standard Class;NC-18625;Noah Childs;Corporate;United States;Aurora;Colorado;80013;West;FUR-FU-10001617;Furniture;Furnishings;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";24.96;3;0.2;4.368;39.729432;-104.8319195
1866;US-2014-116659;13.11.2014;13.11.2014;Same Day;NG-18355;Nat Gilpin;Corporate;United States;Newark;Ohio;43055;East;TEC-PH-10002824;Technology;Phones;Jabra SPEAK 410 Multidevice Speakerphone;370.782;3;0.4;-92.6955;40.0581205;-82.4012642
1867;CA-2014-118857;16.04.2014;19.04.2014;First Class;AH-10075;Adam Hart;Corporate;United States;Henderson;Nevada;89015;West;FUR-FU-10004460;Furniture;Furnishings;"Howard Miller 12"" Round Wall Clock";196.45;5;0;70.722;36.0391456;-114.9819234
1868;CA-2012-127110;25.06.2012;01.07.2012;Standard Class;CH-12070;Cathy Hwang;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10003309;Office Supplies;Paper;Xerox 211;31.104;6;0.2;10.8864;39.9523993;-75.1635898
1869;CA-2012-127110;25.06.2012;01.07.2012;Standard Class;CH-12070;Cathy Hwang;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-ST-10002554;Office Supplies;Storage;Tennsco Industrial Shelving;78.256;2;0.2;-17.6076;39.9523993;-75.1635898
