Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Latitude;Longitude;CountyId;StateId
2295;CA-2014-127929;24.12.2014;28.12.2014;Standard Class;FM-14215;Filia McAdams;Corporate;United States;Middletown;Connecticut;6457;East;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";181.95;3;0;38.2095;41.549566;-72.6515599185;007;09
2296;CA-2012-113145;01.11.2012;05.11.2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;OFF-PA-10002659;Office Supplies;Paper;Avoid Verbal Orders Carbonless Minifold Book;13.52;4;0;6.2192;40.85880085;-73.8632141503;061;36
2297;CA-2012-113145;01.11.2012;05.11.2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;FUR-FU-10000965;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";259.7;5;0;106.477;40.85880085;-73.8632141503;061;36
2298;CA-2012-113145;01.11.2012;05.11.2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;42.95;1;0;1.2885;40.85880085;-73.8632141503;061;36
2299;CA-2012-113145;01.11.2012;05.11.2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;TEC-AC-10001838;Technology;Accessories;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;1399.93;7;0;601.9699;40.85880085;-73.8632141503;061;36
2300;CA-2012-113145;01.11.2012;05.11.2012;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;New York City;New York;10011;East;TEC-PH-10002597;Technology;Phones;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;503.96;4;0;125.99;40.85880085;-73.8632141503;061;36
2301;CA-2011-162362;14.11.2011;18.11.2011;Standard Class;JL-15505;Jeremy Lonsdale;Consumer;United States;Midland;Michigan;48640;Central;OFF-BI-10000756;Office Supplies;Binders;Storex DuraTech Recycled Plastic Frosted Binders;12.72;3;0;6.36;43.6155825;-84.2472116;111;26
2302;CA-2011-162362;14.11.2011;18.11.2011;Standard Class;JL-15505;Jeremy Lonsdale;Consumer;United States;Midland;Michigan;48640;Central;OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders;11.52;4;0;5.6448;43.6155825;-84.2472116;111;26
2303;CA-2013-106558;17.01.2013;21.01.2013;Standard Class;DL-13495;Dionis Lloyd;Corporate;United States;Columbus;Georgia;31907;South;TEC-AC-10001142;Technology;Accessories;First Data FD10 PIN Pad;316;4;0;31.6;32.4609764;-84.9877093;215;13
2304;CA-2014-157931;18.09.2014;23.09.2014;Second Class;MO-17800;"Meg O'Connel";Home Office;United States;Roswell;Georgia;30076;South;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;723.92;4;0;188.2192;34.02332;-84.3600219;121;13
2305;CA-2014-157931;18.09.2014;23.09.2014;Second Class;MO-17800;"Meg O'Connel";Home Office;United States;Roswell;Georgia;30076;South;OFF-PA-10000474;Office Supplies;Paper;Easy-staple paper;106.32;3;0;49.9704;34.02332;-84.3600219;121;13
2306;CA-2013-115574;24.12.2013;25.12.2013;First Class;BP-11185;Ben Peterman;Corporate;United States;Chicago;Illinois;60623;Central;FUR-BO-10003441;Furniture;Bookcases;Bush Westfield Collection Bookcases, Fully Assembled;141.372;2;0.3;-14.1372;41.8755546;-87.6244211;031;17
2307;CA-2012-160794;06.08.2012;08.08.2012;First Class;MS-17980;Michael Stewart;Corporate;United States;Houston;Texas;77041;Central;OFF-PA-10004156;Office Supplies;Paper;Xerox 188;27.216;3;0.2;9.8658;29.7589382;-95.3676973;201;48
2308;CA-2014-116225;06.11.2014;10.11.2014;Standard Class;SV-20935;Susan Vittorini;Consumer;United States;New York City;New York;10009;East;TEC-AC-10001432;Technology;Accessories;Enermax Aurora Lite Keyboard;390.75;5;0;171.93;40.85880085;-73.8632141503;061;36
2309;US-2014-120418;12.06.2014;13.06.2014;First Class;BC-11125;Becky Castell;Home Office;United States;Peoria;Arizona;85345;West;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;280.792;1;0.2;35.099;33.5766205;-112.2398261;013;04
2310;US-2014-120418;12.06.2014;13.06.2014;First Class;BC-11125;Becky Castell;Home Office;United States;Peoria;Arizona;85345;West;OFF-ST-10002370;Office Supplies;Storage;Sortfiler Multipurpose Personal File Organizer, Black;68.448;4;0.2;7.7004;33.5766205;-112.2398261;013;04
2311;US-2014-120418;12.06.2014;13.06.2014;First Class;BC-11125;Becky Castell;Home Office;United States;Peoria;Arizona;85345;West;OFF-AR-10002956;Office Supplies;Art;Boston 16801 Nautilus Battery Pencil Sharpener;88.04;5;0.2;6.603;33.5766205;-112.2398261;013;04
2312;US-2014-120418;12.06.2014;13.06.2014;First Class;BC-11125;Becky Castell;Home Office;United States;Peoria;Arizona;85345;West;OFF-AR-10001955;Office Supplies;Art;Newell 319;15.872;1;0.2;1.984;33.5766205;-112.2398261;013;04
2313;US-2014-120418;12.06.2014;13.06.2014;First Class;BC-11125;Becky Castell;Home Office;United States;Peoria;Arizona;85345;West;OFF-ST-10001809;Office Supplies;Storage;Fellowes Officeware Wire Shelving;215.592;3;0.2;-48.5082;33.5766205;-112.2398261;013;04
2314;CA-2014-122035;21.07.2014;26.07.2014;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sioux Falls;South Dakota;57103;Central;OFF-LA-10004093;Office Supplies;Labels;Avery 486;14.62;2;0;6.8714;43.5499749;-96.7003269;099;46
2315;CA-2014-122035;21.07.2014;26.07.2014;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sioux Falls;South Dakota;57103;Central;OFF-AP-10002118;Office Supplies;Appliances;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";416.32;2;0;112.4064;43.5499749;-96.7003269;099;46
2316;CA-2014-122035;21.07.2014;26.07.2014;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sioux Falls;South Dakota;57103;Central;OFF-BI-10000404;Office Supplies;Binders;Avery Printable Repositionable Plastic Tabs;43;5;0;20.21;43.5499749;-96.7003269;099;46
2317;CA-2014-122035;21.07.2014;26.07.2014;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sioux Falls;South Dakota;57103;Central;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;182.94;3;0;27.441;43.5499749;-96.7003269;099;46
2318;CA-2014-122035;21.07.2014;26.07.2014;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sioux Falls;South Dakota;57103;Central;OFF-BI-10002072;Office Supplies;Binders;Cardinal Slant-D Ring Binders;60.83;7;0;30.415;43.5499749;-96.7003269;099;46
2319;CA-2014-122035;21.07.2014;26.07.2014;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sioux Falls;South Dakota;57103;Central;TEC-AC-10003095;Technology;Accessories;Logitech G35 7.1-Channel Surround Sound Headset;389.97;3;0;132.5898;43.5499749;-96.7003269;099;46
2320;CA-2012-117828;23.12.2012;26.12.2012;First Class;BD-11500;Bradley Drucker;Consumer;United States;Richmond;Virginia;23223;South;OFF-AP-10001563;Office Supplies;Appliances;Belkin Premiere Surge Master II 8-outlet surge protector;194.32;4;0;56.3528;37.5385087;-77.4342799;760;51
2321;CA-2014-165491;21.03.2014;25.03.2014;Standard Class;HW-14935;Helen Wasserman;Corporate;United States;Seattle;Washington;98115;West;TEC-AC-10000358;Technology;Accessories;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;265.93;7;0;63.8232;47.6038321;-122.3300623;033;53
2322;CA-2012-109470;31.12.2012;03.01.2013;Second Class;KC-16255;Karen Carlisle;Corporate;United States;Henderson;Kentucky;42420;South;OFF-BI-10004492;Office Supplies;Binders;Tuf-Vin Binders;94.74;3;0;44.5278;37.8367513;-87.590763;101;21
2323;CA-2012-109470;31.12.2012;03.01.2013;Second Class;KC-16255;Karen Carlisle;Corporate;United States;Henderson;Kentucky;42420;South;OFF-BI-10001072;Office Supplies;Binders;GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack;60.64;4;0;27.8944;37.8367513;-87.590763;101;21
2324;CA-2012-109470;31.12.2012;03.01.2013;Second Class;KC-16255;Karen Carlisle;Corporate;United States;Henderson;Kentucky;42420;South;OFF-BI-10003707;Office Supplies;Binders;Aluminum Screw Posts;76.3;5;0;38.15;37.8367513;-87.590763;101;21
2325;CA-2012-109470;31.12.2012;03.01.2013;Second Class;KC-16255;Karen Carlisle;Corporate;United States;Henderson;Kentucky;42420;South;OFF-BI-10000977;Office Supplies;Binders;Ibico Plastic Spiral Binding Combs;364.8;12;0;167.808;37.8367513;-87.590763;101;21
2326;CA-2012-105102;15.09.2012;19.09.2012;Second Class;BM-11575;Brendan Murry;Corporate;United States;New York City;New York;10035;East;OFF-BI-10002082;Office Supplies;Binders;GBC Twin Loop Wire Binding Elements;79.872;3;0.2;29.952;40.85880085;-73.8632141503;061;36
2327;CA-2012-105102;15.09.2012;19.09.2012;Second Class;BM-11575;Brendan Murry;Corporate;United States;New York City;New York;10035;East;FUR-BO-10004709;Furniture;Bookcases;Bush Westfield Collection Bookcases, Medium Cherry Finish;46.384;1;0.2;1.1596;40.85880085;-73.8632141503;061;36
2328;CA-2012-105102;15.09.2012;19.09.2012;Second Class;BM-11575;Brendan Murry;Corporate;United States;New York City;New York;10035;East;OFF-PA-10002365;Office Supplies;Paper;Xerox 1967;12.96;2;0;6.2208;40.85880085;-73.8632141503;061;36
2329;CA-2014-138422;24.09.2014;27.09.2014;First Class;KN-16705;Kristina Nunn;Home Office;United States;Fort Collins;Colorado;80525;West;OFF-EN-10004147;Office Supplies;Envelopes;Wausau Papers Astrobrights Colored Envelopes;14.352;3;0.2;5.2026;40.5508527;-105.0668084;069;08
2330;US-2012-147739;25.12.2012;29.12.2012;Standard Class;JD-16150;Justin Deggeller;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10001468;Furniture;Furnishings;Tenex Antistatic Computer Chair Mats;547.136;4;0.2;-68.392;39.9523993;-75.1635898;101;42
2331;CA-2013-155187;25.09.2013;27.09.2013;Second Class;LA-16780;Laura Armstrong;Corporate;United States;Los Angeles;California;90004;West;OFF-ST-10000642;Office Supplies;Storage;Tennsco Lockers, Gray;41.96;2;0;2.9372;34.0543942;-118.2439408;037;06
2332;CA-2013-155187;25.09.2013;27.09.2013;Second Class;LA-16780;Laura Armstrong;Corporate;United States;Los Angeles;California;90004;West;OFF-PA-10000380;Office Supplies;Paper;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";41.7;5;0;20.85;34.0543942;-118.2439408;037;06
2333;CA-2014-169285;22.03.2014;26.03.2014;Standard Class;RW-19690;Robert Waldorf;Consumer;United States;Lafayette;Indiana;47905;Central;OFF-PA-10004071;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;277.4;5;0;133.152;40.4167022;-86.8752868;157;18
2334;CA-2014-169285;22.03.2014;26.03.2014;Standard Class;RW-19690;Robert Waldorf;Consumer;United States;Lafayette;Indiana;47905;Central;OFF-PA-10004971;Office Supplies;Paper;Xerox 196;5.78;1;0;2.8322;40.4167022;-86.8752868;157;18
2335;CA-2011-140886;30.09.2011;04.10.2011;Standard Class;KW-16570;Kelly Williams;Consumer;United States;Clarksville;Tennessee;37042;South;OFF-AP-10000696;Office Supplies;Appliances;Holmes Odor Grabber;69.216;6;0.2;11.2476;36.5285918;-87.3098695;125;47
2336;CA-2014-152695;11.12.2014;11.12.2014;Same Day;CC-12220;Chris Cortes;Consumer;United States;Fairfield;Connecticut;6824;East;OFF-EN-10004030;Office Supplies;Envelopes;Convenience Packs of Business Envelopes;10.86;3;0;5.1042;41.1412078;-73.2637257;001;09
2337;CA-2014-152695;11.12.2014;11.12.2014;Same Day;CC-12220;Chris Cortes;Consumer;United States;Fairfield;Connecticut;6824;East;OFF-AP-10000026;Office Supplies;Appliances;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;426.79;7;0;123.7691;41.1412078;-73.2637257;001;09
2338;CA-2011-110639;23.08.2011;23.08.2011;Same Day;RH-19495;Rick Hansen;Consumer;United States;New York City;New York;10009;East;OFF-PA-10003936;Office Supplies;Paper;Xerox 1994;25.92;4;0;12.4416;40.85880085;-73.8632141503;061;36
2339;CA-2011-110639;23.08.2011;23.08.2011;Same Day;RH-19495;Rick Hansen;Consumer;United States;New York City;New York;10009;East;OFF-PA-10004530;Office Supplies;Paper;Personal Creations Ink Jet Cards and Labels;45.92;4;0;22.5008;40.85880085;-73.8632141503;061;36
2340;CA-2011-121727;19.08.2011;24.08.2011;Standard Class;JK-15625;Jim Karlsson;Consumer;United States;Columbus;Ohio;43229;East;OFF-AR-10004930;Office Supplies;Art;Turquoise Lead Holder with Pocket Clip;10.72;2;0.2;1.742;39.9622601;-83.0007064;049;39
2341;CA-2013-137736;11.11.2013;16.11.2013;Standard Class;DC-13285;Debra Catini;Consumer;United States;Warner Robins;Georgia;31088;South;OFF-AR-10004999;Office Supplies;Art;Newell 315;41.86;7;0;10.465;32.598313;-83.6256769146;153;13
2342;US-2011-143231;31.12.2011;03.01.2012;First Class;GM-14455;Gary Mitchum;Home Office;United States;Franklin;Massachusetts;2038;East;FUR-FU-10002501;Furniture;Furnishings;Nu-Dell Executive Frame;63.2;5;0;23.384;42.0834313;-71.3967249;021;25
2343;US-2011-143231;31.12.2011;03.01.2012;First Class;GM-14455;Gary Mitchum;Home Office;United States;Franklin;Massachusetts;2038;East;TEC-AC-10000358;Technology;Accessories;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;113.97;3;0;27.3528;42.0834313;-71.3967249;021;25
2344;US-2011-155894;26.07.2011;30.07.2011;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Chicago;Illinois;60623;Central;OFF-ST-10004804;Office Supplies;Storage;"Belkin 19"" Vented Equipment Shelf, Black";123.552;3;0.2;-29.3436;41.8755546;-87.6244211;031;17
2345;CA-2013-119025;22.02.2013;28.02.2013;Standard Class;PV-18985;Paul Van Hugh;Home Office;United States;Milwaukee;Wisconsin;53209;Central;OFF-AP-10001205;Office Supplies;Appliances;Belkin 5 Outlet SurgeMaster Power Centers;490.32;9;0;137.2896;43.0349931;-87.9224969;079;55
2346;CA-2013-159373;14.03.2013;19.03.2013;Standard Class;LT-17110;Liz Thompson;Consumer;United States;San Antonio;Texas;78207;Central;OFF-PA-10000659;Office Supplies;Paper;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;70.08;5;0.2;24.528;29.4246002;-98.4951404;029;48
2347;CA-2013-159373;14.03.2013;19.03.2013;Standard Class;LT-17110;Liz Thompson;Consumer;United States;San Antonio;Texas;78207;Central;OFF-BI-10004141;Office Supplies;Binders;Insertable Tab Indexes For Data Binders;1.272;2;0.8;-2.1624;29.4246002;-98.4951404;029;48
2348;CA-2013-159373;14.03.2013;19.03.2013;Standard Class;LT-17110;Liz Thompson;Consumer;United States;San Antonio;Texas;78207;Central;FUR-TA-10004619;Furniture;Tables;Hon Non-Folding Utility Tables;557.585;5;0.3;0;29.4246002;-98.4951404;029;48
2349;CA-2014-109701;03.12.2014;04.12.2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-BI-10004187;Office Supplies;Binders;3-ring staple pack;9.024;6;0.2;3.1584;34.0543942;-118.2439408;037;06
2350;CA-2014-109701;03.12.2014;04.12.2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-BI-10000632;Office Supplies;Binders;Satellite Sectional Post Binders;69.456;2;0.2;22.5732;34.0543942;-118.2439408;037;06
2351;CA-2014-109701;03.12.2014;04.12.2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-PA-10003724;Office Supplies;Paper;Wirebound Message Book, 4 per Page;10.86;2;0;5.3214;34.0543942;-118.2439408;037;06
2352;CA-2014-109701;03.12.2014;04.12.2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-AP-10002765;Office Supplies;Appliances;Fellowes Advanced Computer Series Surge Protectors;79.47;3;0;22.2516;34.0543942;-118.2439408;037;06
2353;CA-2014-109701;03.12.2014;04.12.2014;Same Day;AM-10360;Alice McCarthy;Corporate;United States;Los Angeles;California;90032;West;OFF-AR-10001868;Office Supplies;Art;Prang Dustless Chalk Sticks;10.08;6;0;5.04;34.0543942;-118.2439408;037;06
2354;CA-2012-111514;31.08.2012;02.09.2012;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;1552.831;7;0.15;200.9546;37.7792808;-122.4192362;075;06
2355;CA-2012-111514;31.08.2012;02.09.2012;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;OFF-BI-10002735;Office Supplies;Binders;GBC Prestige Therm-A-Bind Covers;137.24;5;0.2;46.3185;37.7792808;-122.4192362;075;06
2356;CA-2012-111514;31.08.2012;02.09.2012;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;TEC-AC-10004864;Technology;Accessories;Memorex Micro Travel Drive 32 GB;36.51;1;0;15.6993;37.7792808;-122.4192362;075;06
2357;CA-2012-111514;31.08.2012;02.09.2012;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;TEC-MA-10000597;Technology;Machines;Lexmark S315 Color Inkjet Printer;239.976;3;0.2;80.9919;37.7792808;-122.4192362;075;06
2358;US-2011-148838;17.03.2011;21.03.2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;1579.746;7;0.4;-447.5947;40.85880085;-73.8632141503;061;36
2359;US-2011-148838;17.03.2011;21.03.2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;FUR-TA-10001950;Furniture;Tables;Balt Solid Wood Round Tables;1071.576;4;0.4;-553.6476;40.85880085;-73.8632141503;061;36
2360;US-2011-148838;17.03.2011;21.03.2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;FUR-TA-10004175;Furniture;Tables;"Hon 30"" x 60"" Table with Locking Drawer";613.908;3;0.4;-122.7816;40.85880085;-73.8632141503;061;36
2361;US-2011-148838;17.03.2011;21.03.2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;OFF-PA-10002960;Office Supplies;Paper;Xerox 1926;34.86;7;0;16.3842;40.85880085;-73.8632141503;061;36
2362;US-2011-148838;17.03.2011;21.03.2011;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10024;East;OFF-PA-10000919;Office Supplies;Paper;Xerox 1918;155.04;4;0;75.9696;40.85880085;-73.8632141503;061;36
2363;CA-2014-136497;17.04.2014;21.04.2014;Standard Class;RF-19840;Roy Französisch;Consumer;United States;Columbus;Ohio;43229;East;OFF-BI-10001553;Office Supplies;Binders;SpineVue Locking Slant-D Ring Binders by Cardinal;13.71;5;0.7;-10.054;39.9622601;-83.0007064;049;39
2364;US-2013-108637;14.03.2013;19.03.2013;Standard Class;AB-10060;Adam Bellavance;Home Office;United States;Waynesboro;Virginia;22980;South;FUR-FU-10004864;Furniture;Furnishings;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";127.88;2;0;40.9216;38.0677242;-78.8901701;820;51
2365;US-2013-108637;14.03.2013;19.03.2013;Standard Class;AB-10060;Adam Bellavance;Home Office;United States;Waynesboro;Virginia;22980;South;OFF-AP-10004540;Office Supplies;Appliances;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;160.32;2;0;44.8896;38.0677242;-78.8901701;820;51
2366;US-2013-108637;14.03.2013;19.03.2013;Standard Class;AB-10060;Adam Bellavance;Home Office;United States;Waynesboro;Virginia;22980;South;OFF-BI-10004965;Office Supplies;Binders;Ibico Covers for Plastic or Wire Binding Elements;46;4;0;20.7;38.0677242;-78.8901701;820;51
2367;CA-2011-102295;24.11.2011;26.11.2011;Second Class;EH-13990;Erica Hackney;Consumer;United States;Sacramento;California;95823;West;FUR-CH-10001714;Furniture;Chairs;Global Leather & Oak Executive Chair, Burgundy;120.712;1;0.2;-18.1068;38.5815719;-121.4943995;067;06
2368;CA-2014-123659;11.02.2014;14.02.2014;First Class;MN-17935;Michael Nguyen;Consumer;United States;Clinton;Maryland;20735;East;OFF-PA-10002464;Office Supplies;Paper;HP Office Recycled Paper (20Lb. and 87 Bright);23.12;4;0;11.3288;38.7651145;-76.8983058;033;24
2369;US-2013-129469;24.09.2013;28.09.2013;Standard Class;KL-16555;Kelly Lampkin;Corporate;United States;Fairfield;Ohio;45014;East;FUR-FU-10002298;Furniture;Furnishings;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";532.704;6;0.2;-26.6352;39.3458953;-84.560503;017;39
2370;US-2013-129469;24.09.2013;28.09.2013;Standard Class;KL-16555;Kelly Lampkin;Corporate;United States;Fairfield;Ohio;45014;East;OFF-AR-10000315;Office Supplies;Art;Dixon Ticonderoga Maple Cedar Pencil, #2;4.912;2;0.2;0.307;39.3458953;-84.560503;017;39
2371;CA-2014-155152;08.07.2014;10.07.2014;Second Class;MP-17965;Michael Paige;Corporate;United States;Warwick;Rhode Island;2886;East;TEC-AC-10004353;Technology;Accessories;Hypercom P1300 Pinpad;252;4;0;93.24;41.7002024;-71.4161107;003;44
2372;CA-2013-159940;08.07.2013;12.07.2013;Second Class;BF-11020;Barry Französisch;Corporate;United States;Aurora;Illinois;60505;Central;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;60.288;8;0.6;-27.1296;41.7605849;-88.3200714;089;17
2373;CA-2013-159940;08.07.2013;12.07.2013;Second Class;BF-11020;Barry Französisch;Corporate;United States;Aurora;Illinois;60505;Central;OFF-FA-10000936;Office Supplies;Fasteners;Acco Hot Clips Clips to Go;2.632;1;0.2;0.8225;41.7605849;-88.3200714;089;17
2374;CA-2013-159940;08.07.2013;12.07.2013;Second Class;BF-11020;Barry Französisch;Corporate;United States;Aurora;Illinois;60505;Central;OFF-PA-10001609;Office Supplies;Paper;Tops Wirebound Message Log Books;23.688;9;0.2;7.6986;41.7605849;-88.3200714;089;17
2375;CA-2013-159940;08.07.2013;12.07.2013;Second Class;BF-11020;Barry Französisch;Corporate;United States;Aurora;Illinois;60505;Central;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;253.372;2;0.3;-14.4784;41.7605849;-88.3200714;089;17
2376;CA-2014-119669;25.01.2014;31.01.2014;Standard Class;TP-21130;Theone Pippenger;Consumer;United States;Smyrna;Georgia;30080;South;OFF-FA-10000053;Office Supplies;Fasteners;Revere Boxed Rubber Bands by Revere;5.67;3;0;0.1134;33.8839844;-84.5147212;067;13
2377;US-2011-164616;19.08.2011;21.08.2011;Second Class;MS-17770;Maxwell Schwartz;Consumer;United States;Columbus;Ohio;43229;East;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;76.776;4;0.7;-58.8616;39.9622601;-83.0007064;049;39
2378;US-2011-164616;19.08.2011;21.08.2011;Second Class;MS-17770;Maxwell Schwartz;Consumer;United States;Columbus;Ohio;43229;East;OFF-SU-10004768;Office Supplies;Supplies;Acme Kleencut Forged Steel Scissors;9.184;2;0.2;1.148;39.9622601;-83.0007064;049;39
2379;CA-2012-148628;06.12.2012;11.12.2012;Standard Class;KM-16375;Katherine Murray;Home Office;United States;Thousand Oaks;California;91360;West;OFF-PA-10003883;Office Supplies;Paper;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";32.75;5;0;15.065;34.1705609;-118.8375936;111;06
2380;CA-2013-118052;07.05.2013;11.05.2013;Standard Class;BE-11455;Brad Eason;Home Office;United States;Lorain;Ohio;44052;East;OFF-FA-10004248;Office Supplies;Fasteners;Advantus T-Pin Paper Clips;7.216;2;0.2;1.7138;41.452819;-82.1823745;093;39
2381;CA-2013-118052;07.05.2013;11.05.2013;Standard Class;BE-11455;Brad Eason;Home Office;United States;Lorain;Ohio;44052;East;OFF-PA-10002581;Office Supplies;Paper;Xerox 1951;49.568;2;0.2;15.49;41.452819;-82.1823745;093;39
2382;CA-2013-118052;07.05.2013;11.05.2013;Standard Class;BE-11455;Brad Eason;Home Office;United States;Lorain;Ohio;44052;East;FUR-FU-10004848;Furniture;Furnishings;DAX Solid Wood Frames;54.712;7;0.2;11.6263;41.452819;-82.1823745;093;39
2383;US-2014-117534;26.03.2014;27.03.2014;First Class;CV-12295;Christina VanderZanden;Consumer;United States;Fresno;California;93727;West;OFF-AP-10002403;Office Supplies;Appliances;Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;176.04;4;0;45.7704;36.7295295;-119.7088611608;019;06
2384;US-2014-117534;26.03.2014;27.03.2014;First Class;CV-12295;Christina VanderZanden;Consumer;United States;Fresno;California;93727;West;OFF-AR-10003087;Office Supplies;Art;Staples in misc. colors;16.02;9;0;4.4856;36.7295295;-119.7088611608;019;06
2385;US-2014-117534;26.03.2014;27.03.2014;First Class;CV-12295;Christina VanderZanden;Consumer;United States;Fresno;California;93727;West;OFF-BI-10002026;Office Supplies;Binders;Avery Arch Ring Binders;185.92;4;0.2;62.748;36.7295295;-119.7088611608;019;06
2386;US-2014-117534;26.03.2014;27.03.2014;First Class;CV-12295;Christina VanderZanden;Consumer;United States;Fresno;California;93727;West;TEC-PH-10000141;Technology;Phones;Clearsounds A400;211.168;4;0.2;15.8376;36.7295295;-119.7088611608;019;06
2387;US-2014-117534;26.03.2014;27.03.2014;First Class;CV-12295;Christina VanderZanden;Consumer;United States;Fresno;California;93727;West;TEC-CO-10000971;Technology;Copiers;Hewlett Packard 310 Color Digital Copier;479.984;2;0.2;59.998;36.7295295;-119.7088611608;019;06
2388;CA-2012-145065;12.12.2012;15.12.2012;First Class;DK-13375;Dennis Kane;Consumer;United States;San Diego;California;92105;West;OFF-FA-10001229;Office Supplies;Fasteners;Staples;7.86;2;0;3.6156;32.7174209;-117.1627713;073;06
2389;CA-2012-145065;12.12.2012;15.12.2012;First Class;DK-13375;Dennis Kane;Consumer;United States;San Diego;California;92105;West;OFF-BI-10002437;Office Supplies;Binders;Recycled Premium Regency Composition Covers;24.448;2;0.2;8.8624;32.7174209;-117.1627713;073;06
2390;US-2012-127040;06.12.2012;10.12.2012;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;New York City;New York;10009;East;OFF-PA-10004255;Office Supplies;Paper;Xerox 219;6.48;1;0;3.1104;40.85880085;-73.8632141503;061;36
2391;US-2012-127040;06.12.2012;10.12.2012;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;New York City;New York;10009;East;OFF-PA-10001184;Office Supplies;Paper;Xerox 1903;41.86;7;0;20.5114;40.85880085;-73.8632141503;061;36
2392;US-2012-127040;06.12.2012;10.12.2012;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;New York City;New York;10009;East;TEC-AC-10002637;Technology;Accessories;Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black);1619.91;9;0;97.1946;40.85880085;-73.8632141503;061;36
